gene	ensg	gene_group	Family_count	Family_connection	PS3	BS3	External_Eval	Exclusion	Training_set
MRAS	ENSG00000158186	RAS type GTPase family	1	6	1	0	0	0	1
RBCK1	ENSG00000125826	RBR E3 ubiquitin ligases	4	2	1	0	0	0	1
CALM2	ENSG00000143933	Receptor ligands	3	19	1	0	0	0	1
CALM3	ENSG00000160014	Receptor ligands	3	19	1	0	0	0	1
FGA	ENSG00000171560	Receptor ligands	3	19	1	0	0	0	1
FGF9	ENSG00000102678	Receptor ligands	2	19	1	0	0	0	1
TSHB	ENSG00000134200	Receptor ligands	2	19	1	0	0	0	1
PROK2	ENSG00000163421	Receptor ligands	2	19	1	0	0	0	1
COPA	ENSG00000122218	Receptor ligands	3	19	1	0	0	0	1
ALK	ENSG00000171094	Receptor tyrosine kinases	2	13	1	0	0	0	1
MERTK	ENSG00000153208	Receptor tyrosine kinases	3	13	1	0	0	0	1
FLT4	ENSG00000037280	Receptor tyrosine kinases	2	13	1	0	0	0	1
MUSK	ENSG00000030304	Receptor tyrosine kinases	3	13	1	0	0	0	1
RFX6	ENSG00000185002	Regulatory factor X family	1	1	1	0	0	0	1
PLN	ENSG00000198523	Regulins	1	1	1	0	0	0	1
RHOA	ENSG00000067560	Rho family GTPases	1	3	1	0	0	0	1
ANG	ENSG00000214274	Ribonuclease A family	1	1	1	0	0	0	1
NAF1	ENSG00000145414	Ribosomal biogenesis factors	1	3	1	0	0	0	1
VPS11	ENSG00000160695	Ring finger proteins	3	15	1	0	0	0	1
TRIM32	ENSG00000119401	Ring finger proteins	2	15	1	0	0	0	1
TRIM63	ENSG00000158022	Ring finger proteins	2	15	1	0	0	0	1
RBCK1	ENSG00000125826	Ring finger proteins	4	15	1	0	0	0	1
MAP3K1	ENSG00000095015	Ring finger proteins	3	15	1	0	0	0	1
PRKRA	ENSG00000180228	RISC loading complex subunits	1	3	1	0	0	0	1
RBFOX1	ENSG00000078328	RNA binding fox-1 homologs	3	1	1	0	0	0	1
SCAF4	ENSG00000156304	RNA binding motif containing	1	9	1	0	0	0	1
TIA1	ENSG00000116001	RNA binding motif containing	1	9	1	0	0	0	1
RBFOX1	ENSG00000078328	RNA binding motif containing	3	9	1	0	0	0	1
PUF60	ENSG00000179950	RNA binding motif containing	2	9	1	0	0	0	1
NONO	ENSG00000147140	RNA binding motif containing	2	9	1	0	0	0	1
POLR2A	ENSG00000181222	RNA polymerase subunits	1	5	1	0	0	0	1
RPS7	ENSG00000171863	S ribosomal proteins	1	5	1	0	0	0	1
RPSA	ENSG00000168028	S ribosomal proteins	2	5	1	0	0	0	1
WASF1	ENSG00000112290	SCAR/WAVE complex	3	1	1	0	0	0	1
MEGF10	ENSG00000145794	Scavenger receptors	1	4	1	0	0	0	1
SCARB1	ENSG00000073060	Scavenger receptors	1	4	1	0	0	0	1
AMELX	ENSG00000125363	Secretory calcium-binding phosphoprotein family	1	1	1	0	0	0	1
GPX4	ENSG00000167468	Selenoproteins	2	2	1	0	0	0	1
SELENON	ENSG00000162430	Selenoproteins	2	2	1	0	0	0	1
SEMA6A	ENSG00000092421	Semaphorins	1	2	1	0	0	0	1
SEMA3E	ENSG00000170381	Semaphorins	2	2	1	0	0	0	1
SPINK1	ENSG00000164266	"Serine peptidase inhibitors, Kazal type"	1	1	1	0	0	0	1
SERPINB6	ENSG00000124570	Serpin peptidase inhibitors	1	5	1	0	0	0	1
SERPINC1	ENSG00000117601	Serpin peptidase inhibitors	1	5	1	0	0	0	1
SETD5	ENSG00000168137	SET domain containing	2	6	1	0	0	0	1
EHMT2	ENSG00000204371	SET domain containing	3	6	1	0	0	0	1
EZH2	ENSG00000106462	SET domain containing	4	6	1	0	0	0	1
KMT2B	ENSG00000272333	SET domain containing	4	6	1	0	0	0	1
PIK3R2	ENSG00000105647	SH2 domain containing	1	13	1	0	0	0	1
JAK2	ENSG00000096968	SH2 domain containing	3	13	1	0	0	0	1
ZAP70	ENSG00000115085	SH2 domain containing	2	13	1	0	0	0	1
SH3BP2	ENSG00000087266	SH2 domain containing	2	13	1	0	0	0	1
RASA1	ENSG00000145715	SH2 domain containing	3	13	1	0	0	0	1
STAC3	ENSG00000185482	SH3 and cysteine rich domain family	1	1	1	0	0	0	1
ACD	ENSG00000102977	Shelterin complex	1	3	1	0	0	0	1
TINF2	ENSG00000092330	Shelterin complex	1	3	1	0	0	0	1
FAR1	ENSG00000197601	Short chain dehydrogenase/reductase superfamily	1	13	1	0	0	0	1
WWOX	ENSG00000186153	Short chain dehydrogenase/reductase superfamily	1	13	1	0	0	0	1
NDUFA9	ENSG00000139180	Short chain dehydrogenase/reductase superfamily	3	13	1	0	0	0	1
SRP54	ENSG00000100883	Signal recognition particle	1	1	1	0	0	0	1
SKIC2	ENSG00000204351	SKI complex subunits	2	1	1	0	0	0	1
SKI	ENSG00000157933	SKI transcriptional corepressors	1	1	1	0	0	0	1
SKIC2	ENSG00000204351	Ski2 like RNA helicases	2	1	1	0	0	0	1
SMAD6	ENSG00000137834	SMAD family	1	3	1	0	0	0	1
CRYAB	ENSG00000109846	Small heat shock proteins	1	3	1	0	0	0	1
AMT	ENSG00000145020	Small molecule methyltransferases	2	4	1	0	0	0	1
MTR	ENSG00000116984	Small molecule methyltransferases	2	4	1	0	0	0	1
AMMECR1	ENSG00000101935	Small nucleolar RNA protein coding host genes	1	14	1	0	0	0	1
UBAP2L	ENSG00000143569	Small nucleolar RNA protein coding host genes	1	14	1	0	0	0	1
CWF19L1	ENSG00000095485	Small nucleolar RNA protein coding host genes	1	14	1	0	0	0	1
VPS13D	ENSG00000048707	Small nucleolar RNA protein coding host genes	2	14	1	0	0	0	1
EIF4A2	ENSG00000156976	Small nucleolar RNA protein coding host genes	3	14	1	0	0	0	1
SRCAP	ENSG00000080603	Small nucleolar RNA protein coding host genes	3	14	1	0	0	0	1
ATP5F1B	ENSG00000110955	Small nucleolar RNA protein coding host genes	3	14	1	0	0	0	1
RPSA	ENSG00000168028	Small nucleolar RNA protein coding host genes	2	14	1	0	0	0	1
MRPS2	ENSG00000122140	Small subunit mitochondrial ribosomal proteins	2	3	1	0	0	0	1
MRPS22	ENSG00000175110	Small subunit mitochondrial ribosomal proteins	2	3	1	0	0	0	1
SNAP25	ENSG00000132639	SNAREs	1	2	1	0	0	0	1
GOSR2	ENSG00000108433	SNAREs	2	2	1	0	0	0	1
ERCC6L2	ENSG00000182150	SNF2 related family	1	10	1	0	0	0	1
SMARCA2	ENSG00000080503	SNF2 related family	4	10	1	0	0	0	1
SRCAP	ENSG00000080603	SNF2 related family	3	10	1	0	0	0	1
SCNN1B	ENSG00000168447	Sodium channels epithelial	1	1	1	0	0	0	1
SCN3A	ENSG00000153253	Sodium voltage-gated channel alpha subunits	1	8	1	0	0	0	1
SLC1A4	ENSG00000115902	Solute carrier family 1	1	1	1	0	0	0	1
SLC11A2	ENSG00000110911	Solute carrier family 11	1	1	1	0	0	0	1
SLC19A2	ENSG00000117479	Solute carrier family 19	1	2	1	0	0	0	1
SLC2A9	ENSG00000109667	Solute carrier family 2	1	3	1	0	0	0	1
SLC25A26	ENSG00000144741	Solute carrier family 25	1	10	1	0	0	0	1
SLC25A46	ENSG00000164209	Solute carrier family 25	1	10	1	0	0	0	1
SLC25A24	ENSG00000085491	Solute carrier family 25	2	10	1	0	0	0	1
SLC25A25	ENSG00000148339	Solute carrier family 25	2	10	1	0	0	0	1
SLC27A4	ENSG00000167114	Solute carrier family 27	2	1	1	0	0	0	1
SLC30A9	ENSG00000014824	Solute carrier family 30	1	1	1	0	0	0	1
SLC34A1	ENSG00000131183	Solute carrier family 34	1	2	1	0	0	0	1
SLC34A3	ENSG00000198569	Solute carrier family 34	1	2	1	0	0	0	1
SLC35A2	ENSG00000102100	Solute carrier family 35	1	3	1	0	0	0	1
SLC35A3	ENSG00000117620	Solute carrier family 35	1	3	1	0	0	0	1
SLC35D1	ENSG00000116704	Solute carrier family 35	1	3	1	0	0	0	1
SLC39A4	ENSG00000147804	Solute carrier family 39 	1	3	1	0	0	0	1
SLC39A13	ENSG00000165915	Solute carrier family 39 	1	3	1	0	0	0	1
SLC46A1	ENSG00000076351	Solute carrier family 46	1	1	1	0	0	0	1
SLC5A5	ENSG00000105641	Solute carrier family 5	1	3	1	0	0	0	1
SLC5A7	ENSG00000115665	Solute carrier family 5	1	3	1	0	0	0	1
LETM1	ENSG00000168924	"Solute carrier family 55, LETM mitochondrial cation/proton exchangers"	2	1	1	0	0	0	1
NIPAL4	ENSG00000172548	"Solute carrier family 57, NIPA-like magnesium transporters"	1	1	1	0	0	0	1
RFT1	ENSG00000163933	Solute carrier family 76	1	1	1	0	0	0	1
SLC9A6	ENSG00000198689	Solute carrier family 9	1	2	1	0	0	0	1
SLC9A7	ENSG00000065923	Solute carrier family 9	1	2	1	0	0	0	1
SNX14	ENSG00000135317	Sorting nexins	1	1	1	0	0	0	1
SPTBN1	ENSG00000115306	Spectrins	2	5	1	0	0	0	1
SPTBN4	ENSG00000160460	Spectrins	2	5	1	0	0	0	1
PUF60	ENSG00000179950	Spliceosomal A complex	2	1	1	0	0	0	1
FAM50A	ENSG00000071859	Spliceosomal C complex	3	4	1	0	0	0	1
CDK10	ENSG00000185324	Spliceosomal C complex	3	4	1	0	0	0	1
CDK10	ENSG00000185324	Spliceosomal P complex	3	5	1	0	0	0	1
FAM50A	ENSG00000071859	Spliceosomal P complex	3	5	1	0	0	0	1
TRMT10A	ENSG00000145331	SPOUT methyltransferase domain containing	2	1	1	0	0	0	1
SRCAP	ENSG00000080603	SRCAP complex	3	1	1	0	0	0	1
STAG3	ENSG00000066923	STAG family cohesin complex components	3	1	1	0	0	0	1
SAMD9L	ENSG00000177409	Sterile alpha motif domain containing	1	6	1	0	0	0	1
DDHD2	ENSG00000085788	Sterile alpha motif domain containing	1	6	1	0	0	0	1
SHANK3	ENSG00000251322	Sterile alpha motif domain containing	3	6	1	0	0	0	1
STS	ENSG00000101846	Sulfatases	2	7	1	0	0	0	1
CHST14	ENSG00000169105	"Sulfotransferases, membrane bound"	1	2	1	0	0	0	1
C2	ENSG00000166278	Sushi domain containing	2	6	1	0	0	0	1
C6	ENSG00000039537	Sushi domain containing	3	6	1	0	0	0	1
C7	ENSG00000112936	Sushi domain containing	3	6	1	0	0	0	1
ZAP70	ENSG00000115085	Syk family tyrosine kinases	2	1	1	0	0	0	1
SYT1	ENSG00000067715	Synaptotagmins	2	1	1	0	0	0	1
SNCA	ENSG00000145335	Synuclein family	1	2	1	0	0	0	1
SNCB	ENSG00000074317	Synuclein family	2	2	1	0	0	0	1
MEIS2	ENSG00000134138	TALE class homeoboxes and pseudogenes	2	2	1	0	0	0	1
TBX6	ENSG00000149922	T-box transcription factors	1	4	1	0	0	0	1
TBX19	ENSG00000143178	T-box transcription factors	1	4	1	0	0	0	1
TBX22	ENSG00000122145	T-box transcription factors	1	4	1	0	0	0	1
TCTN2	ENSG00000168778	Tectonic proteins	2	1	1	0	0	0	1
OCLN	ENSG00000197822	Tetraspan junctional complex superfamily	3	1	1	0	0	0	1
KIFBP	ENSG00000198954	Tetratricopeptide repeat domain containing	1	8	1	0	0	0	1
TTC29	ENSG00000137473	Tetratricopeptide repeat domain containing	1	8	1	0	0	0	1
TTC21B	ENSG00000123607	Tetratricopeptide repeat domain containing	2	8	1	0	0	0	1
STUB1	ENSG00000103266	Tetratricopeptide repeat domain containing	2	8	1	0	0	0	1
TMX2	ENSG00000213593	Thioredoxin domain containing 	2	2	1	0	0	0	1
THOC2	ENSG00000125676	THO complex	1	2	1	0	0	0	1
TIMMDC1	ENSG00000113845	Tim17 family	2	1	1	0	0	0	1
CLASP1	ENSG00000074054	TOG domain containing	1	1	1	0	0	0	1
TOP3A	ENSG00000177302	Topoisomerases	2	1	1	0	0	0	1
TOR1A	ENSG00000136827	Torsins	1	1	1	0	0	0	1
TRAPPC2	ENSG00000196459	Trafficking protein particle complex subunits	1	4	1	0	0	0	1
TRAPPC3	ENSG00000054116	Trafficking protein particle complex subunits	1	4	1	0	0	0	1
TRAPPC11	ENSG00000168538	Trafficking protein particle complex subunits	1	4	1	0	0	0	1
TRAPPC4	ENSG00000196655	Trafficking protein particle complex subunits	2	4	1	0	0	0	1
PSAT1	ENSG00000135069	Transaminases	1	4	1	0	0	0	1
TAT	ENSG00000198650	Transaminases	1	4	1	0	0	0	1
TGFB3	ENSG00000119699	Transforming growth factor beta family	1	2	1	0	0	0	1
TRPV3	ENSG00000167723	Transient receptor potential cation channels	2	6	1	0	0	0	1
TRPV5	ENSG00000127412	Transient receptor potential cation channels	2	6	1	0	0	0	1
TRIM32	ENSG00000119401	Tripartite motif family	2	3	1	0	0	0	1
TRIM63	ENSG00000158022	Tripartite motif family	2	3	1	0	0	0	1
TNNI2	ENSG00000130598	Troponin complex subunits	1	4	1	0	0	0	1
TNNC1	ENSG00000114854	Troponin complex subunits	2	4	1	0	0	0	1
TELO2	ENSG00000100726	TTT complex	2	1	1	0	0	0	1
TUBGCP6	ENSG00000128159	Tubulin gamma complex component family	1	1	1	0	0	0	1
TUBB	ENSG00000196230	Tubulins	1	10	1	0	0	0	1
TUBB1	ENSG00000101162	Tubulins	1	10	1	0	0	0	1
TUBB4B	ENSG00000188229	Tubulins	1	10	1	0	0	0	1
TUBB8	ENSG00000261456	Tubulins	1	10	1	0	0	0	1
LBR	ENSG00000143815	Tudor domain containing	1	2	1	0	0	0	1
ACVR1	ENSG00000115170	Type 1 receptor serine/threonine kinases	1	5	1	0	0	0	1
BMPR1B	ENSG00000138696	Type 1 receptor serine/threonine kinases	2	5	1	0	0	0	1
CDH2	ENSG00000170558	Type I classical cadherins	2	2	1	0	0	0	1
PRPF3	ENSG00000117360	U4/U6 small nuclear ribonucleoprotein particle	1	1	1	0	0	0	1
TXNL4A	ENSG00000141759	U5 small nuclear ribonucleoprotein	1	2	1	0	0	0	1
USP9X	ENSG00000124486	Ubiquitin specific peptidases	2	1	1	0	0	0	1
STUB1	ENSG00000103266	U-box domain containing	2	1	1	0	0	0	1
CEACAM16	ENSG00000213892	V-set domain containing	2	5	1	0	0	0	1
ATP6V1E1	ENSG00000131100	V-type ATPase subunits	1	7	1	0	0	0	1
ATP6V0A2	ENSG00000185344	V-type ATPase subunits	1	7	1	0	0	0	1
ATP6V1B2	ENSG00000147416	V-type ATPase subunits	2	7	1	0	0	0	1
ATP6V0A1	ENSG00000033627	V-type ATPase subunits	2	7	1	0	0	0	1
POC1B	ENSG00000139323	WD repeat domain containing	1	26	1	0	0	0	1
WDR62	ENSG00000075702	WD repeat domain containing	1	26	1	0	0	0	1
LYST	ENSG00000143669	WD repeat domain containing	3	26	1	0	0	0	1
HPS5	ENSG00000110756	WD repeat domain containing	2	26	1	0	0	0	1
CFAP43	ENSG00000197748	WD repeat domain containing	2	26	1	0	0	0	1
DNAI1	ENSG00000122735	WD repeat domain containing	2	26	1	0	0	0	1
ELP2	ENSG00000134759	WD repeat domain containing	2	26	1	0	0	0	1
GNB5	ENSG00000069966	WD repeat domain containing	2	26	1	0	0	0	1
WDR19	ENSG00000157796	WD repeat domain containing	2	26	1	0	0	0	1
KIF21A	ENSG00000139116	WD repeat domain containing	2	26	1	0	0	0	1
KIF21B	ENSG00000116852	WD repeat domain containing	2	26	1	0	0	0	1
NUP37	ENSG00000075188	WD repeat domain containing	2	26	1	0	0	0	1
PEX7	ENSG00000112357	WD repeat domain containing	2	26	1	0	0	0	1
WDR81	ENSG00000167716	WD repeat domain containing	4	26	1	0	0	0	1
COPA	ENSG00000122218	WD repeat domain containing	3	26	1	0	0	0	1
WDR45	ENSG00000196998	WD repeat domain containing	2	26	1	0	0	0	1
WDFY3	ENSG00000163625	WD repeat domain containing	4	26	1	0	0	0	1
WDR45	ENSG00000196998	WIPI family	2	1	1	0	0	0	1
WASF1	ENSG00000112290	Wiskott-Aldrich Syndrome protein family	3	2	1	0	0	0	1
WNK1	ENSG00000060237	WNK lysine deficient protein kinases	3	1	1	0	0	0	1
WNT1	ENSG00000125084	Wnt family	1	2	1	0	0	0	1
WNT7B	ENSG00000188064	Wnt family	1	2	1	0	0	0	1
YIF1B	ENSG00000167645	YIP superfamily	1	1	1	0	0	0	1
ZEB1	ENSG00000148516	ZF class homeoboxes and pseudogenes	2	2	1	0	0	0	1
ZC4H2	ENSG00000126970	Zinc fingers	1	2	1	0	0	0	1
TRIP4	ENSG00000103671	Zinc fingers	2	2	1	0	0	0	1
TNFAIP3	ENSG00000118503	Zinc fingers A20-type	2	1	1	0	0	0	1
GLI3	ENSG00000106571	Zinc fingers C2H2-type	1	15	1	0	0	0	1
SALL1	ENSG00000103449	Zinc fingers C2H2-type	1	15	1	0	0	0	1
ZNF711	ENSG00000147180	Zinc fingers C2H2-type	1	15	1	0	0	0	1
CHAMP1	ENSG00000198824	Zinc fingers C2H2-type	1	15	1	0	0	0	1
ZBTB24	ENSG00000112365	Zinc fingers C2H2-type	2	15	1	0	0	0	1
TRPS1	ENSG00000104447	Zinc fingers C2H2-type	2	15	1	0	0	0	1
APTX	ENSG00000137074	Zinc fingers C2H2-type	2	15	1	0	0	0	1
KLF5	ENSG00000102554	Zinc fingers C2H2-type	2	15	1	0	0	0	1
ZEB1	ENSG00000148516	Zinc fingers C2H2-type	2	15	1	0	0	0	1
KAT6B	ENSG00000156650	Zinc fingers C2HC-type	3	2	1	0	0	0	1
TRMT1	ENSG00000104907	Zinc fingers CCCH-type	3	1	1	0	0	0	1
KMT2B	ENSG00000272333	Zinc fingers CXXC-type	4	2	1	0	0	0	1
ZFYVE26	ENSG00000072121	Zinc fingers FYVE-type	1	3	1	0	0	0	1
FGD1	ENSG00000102302	Zinc fingers FYVE-type	3	3	1	0	0	0	1
WDFY3	ENSG00000163625	Zinc fingers FYVE-type	4	3	1	0	0	0	1
TOP3A	ENSG00000177302	Zinc fingers GRF-type	2	1	1	0	0	0	1
ZMIZ1	ENSG00000108175	Zinc fingers MIZ-type	1	1	1	0	0	0	1
RBCK1	ENSG00000125826	Zinc fingers RANBP2-type	4	2	1	0	0	0	1
ZSWIM6	ENSG00000130449	Zinc fingers SWIM-type	1	2	1	0	0	0	1
MAP3K1	ENSG00000095015	Zinc fingers SWIM-type	3	2	1	0	0	0	1
CREBBP	ENSG00000005339	Zinc fingers ZZ-type	3	3	1	0	0	0	1
AGPAT2	ENSG00000169692	1-acylglycerol-3-phosphate O-acyltransferases	2	1	2	0	0	0	1
DNMT1	ENSG00000130816	7BS C5-cytosine DNA/RNA methyltransferases	3	3	2	0	0	0	1
SMS	ENSG00000102172	7BS non-methyltransferases	1	1	2	0	0	0	1
ATAD3A	ENSG00000197785	AAA ATPases	2	11	2	0	0	0	1
ORC1	ENSG00000085840	AAA ATPases	2	11	2	0	0	0	1
ABHD5	ENSG00000011198	Abhydrolase domain containing	1	1	2	0	0	0	1
ACTN1	ENSG00000072110	Actinins	1	2	2	0	0	0	1
ACTN2	ENSG00000077522	Actinins	1	2	2	0	0	0	1
ACTA1	ENSG00000143632	Actins	1	6	2	0	0	0	1
AP4M1	ENSG00000221838	Adaptor related protein complex 4	1	2	2	0	0	0	1
AMPD1	ENSG00000116748	Adenosine deaminase family	1	4	2	0	0	0	1
ADAR	ENSG00000160710	Adenosine deaminases acting on RNA	1	1	2	0	0	0	1
ADCY5	ENSG00000173175	Adenylate cyclases	1	1	2	0	0	0	1
AKT3	ENSG00000117020	AKT kinase family	2	2	2	0	0	0	1
ALB	ENSG00000163631	Albuminoid family	1	1	2	0	0	0	1
ALDH4A1	ENSG00000159423	Aldehyde dehydrogenases	2	5	2	0	0	0	1
WARS2	ENSG00000116874	"Aminoacyl tRNA synthetases, Class I"	1	9	2	0	0	0	1
EPRS1	ENSG00000136628	"Aminoacyl tRNA synthetases, Class I"	2	9	2	0	0	0	1
KARS1	ENSG00000065427	"Aminoacyl tRNA synthetases, Class II"	1	9	2	0	0	0	1
EPRS1	ENSG00000136628	"Aminoacyl tRNA synthetases, Class II"	2	9	2	0	0	0	1
ANK2	ENSG00000145362	Ankyrin repeat domain containing	4	22	2	0	0	0	1
ANKLE2	ENSG00000176915	Ankyrin repeat domain containing	2	22	2	0	0	0	1
ANK1	ENSG00000029534	Ankyrin repeat domain containing	3	22	2	0	0	0	1
TRPC6	ENSG00000137672	Ankyrin repeat domain containing	3	22	2	0	0	0	1
AICDA	ENSG00000111732	Apolipoprotein B mRNA editing enzyme catalytic subunits	1	1	2	0	0	0	1
APOB	ENSG00000084674	Apolipoproteins	1	5	2	0	0	0	1
ALOXE3	ENSG00000179148	Arachidonate lipoxygenases	1	2	2	0	0	0	1
AGO2	ENSG00000123908	Argonaute RISC component family	3	1	2	0	0	0	1
TBCD	ENSG00000141556	Armadillo like helical domain containing	1	30	2	0	0	0	1
INF2	ENSG00000203485	Armadillo like helical domain containing	2	30	2	0	0	0	1
PIEZO2	ENSG00000154864	Armadillo like helical domain containing	3	30	2	0	0	0	1
ARID1B	ENSG00000049618	Armadillo like helical domain containing	3	30	2	0	0	0	1
FANCD2	ENSG00000144554	Armadillo like helical domain containing	2	30	2	0	0	0	1
ABCA3	ENSG00000167972	ATP binding cassette subfamily A	2	4	2	0	0	0	1
ABCC9	ENSG00000069431	ATP binding cassette subfamily C	1	5	2	0	0	0	1
ABCD4	ENSG00000119688	ATP binding cassette subfamily D	1	2	2	0	0	0	1
ATP6V1B1	ENSG00000116039	ATPase F1/V1 alpha/A and beta/B subunit family	2	3	2	0	0	0	1
ATP1A1	ENSG00000163399	ATPase Na+/K+ transporting subunits	1	3	2	0	0	0	1
ABCA3	ENSG00000167972	ATPase phospholipid transporting	2	7	2	0	0	0	1
ARID1B	ENSG00000049618	AT-rich interaction domain containing	3	2	2	0	0	0	1
KDM5C	ENSG00000126012	AT-rich interaction domain containing	4	2	2	0	0	0	1
ATG4D	ENSG00000130734	Autophagy related	2	1	2	0	0	0	1
ARID1B	ENSG00000049618	BAF complex subunits	3	5	2	0	0	0	1
SMARCB1	ENSG00000099956	BAF complex subunits	3	5	2	0	0	0	1
MAX	ENSG00000125952	Basic helix-loop-helix proteins	1	9	2	0	0	0	1
B4GALT7	ENSG00000027847	Beta 4-glycosyltransferases	1	2	2	0	0	0	1
CRYBB2	ENSG00000244752	Beta-gamma crystallins	1	3	2	0	0	0	1
CRYGD	ENSG00000118231	Beta-gamma crystallins	1	3	2	0	0	0	1
CD36	ENSG00000135218	Blood group antigens	3	6	2	0	0	0	1
RHAG	ENSG00000112077	Blood group antigens	3	6	2	0	0	0	1
PIEZO1	ENSG00000103335	Blood group antigens	3	6	2	0	0	0	1
SFTPC	ENSG00000168484	BRICHOS domain containing	1	1	2	0	0	0	1
SPOP	ENSG00000121067	BTB domain containing	1	5	2	0	0	0	1
C1QTNF5	ENSG00000223953	C1q and TNF related	1	1	2	0	0	0	1
RPGRIP1	ENSG00000092200	C2 domain containing	1	5	2	0	0	0	1
NEDD4L	ENSG00000049759	C2 domain containing	2	5	2	0	0	0	1
C3	ENSG00000125730	"C3 and PZP like, alpha-2-macroglobulin domain containing"	3	1	2	0	0	0	1
CACNA1H	ENSG00000196557	Calcium voltage-gated channel alpha1 subunits	1	7	2	0	0	0	1
NOD2	ENSG00000167207	Caspase recruitment domain containing	2	8	2	0	0	0	1
CAV3	ENSG00000182533	Caveolins	1	1	2	0	0	0	1
CCM2	ENSG00000136280	CCM adhesion complex	1	2	2	0	0	0	1
ACE	ENSG00000159640	CD molecules	1	45	2	0	0	0	1
GP1BA	ENSG00000185245	CD molecules	1	45	2	0	0	0	1
THBD	ENSG00000178726	CD molecules	2	45	2	0	0	0	1
CXCR4	ENSG00000121966	CD molecules	2	45	2	0	0	0	1
INSR	ENSG00000171105	CD molecules	3	45	2	0	0	0	1
IL7R	ENSG00000168685	CD molecules	3	45	2	0	0	0	1
IGF1R	ENSG00000140443	CD molecules	4	45	2	0	0	0	1
FAS	ENSG00000026103	CD molecules	3	45	2	0	0	0	1
CD40LG	ENSG00000102245	CD molecules	2	45	2	0	0	0	1
CD36	ENSG00000135218	CD molecules	3	45	2	0	0	0	1
RHAG	ENSG00000112077	CD molecules	3	45	2	0	0	0	1
KIT	ENSG00000157404	CD molecules	3	45	2	0	0	0	1
CSF1R	ENSG00000182578	CD molecules	3	45	2	0	0	0	1
BBS12	ENSG00000181004	Chaperonins	1	4	2	0	0	0	1
CLCN2	ENSG00000114859	Chloride voltage-gated channels	1	7	2	0	0	0	1
CLCNKB	ENSG00000184908	Chloride voltage-gated channels	1	7	2	0	0	0	1
CHRND	ENSG00000135902	Cholinergic receptors nicotinic subunits	1	5	2	0	0	0	1
ANK2	ENSG00000145362	Cilia and flagella associated	4	9	2	0	0	0	1
NPHP3	ENSG00000113971	Cilia and flagella associated	2	9	2	0	0	0	1
CTCF	ENSG00000102974	Cilia and flagella associated	2	9	2	0	0	0	1
CLRN1	ENSG00000163646	Clarins	1	1	2	0	0	0	1
RAD21	ENSG00000164754	Cohesin complex	3	2	2	0	0	0	1
C3	ENSG00000125730	Complement system activation components	3	6	2	0	0	0	1
COG4	ENSG00000103051	Components of oligomeric golgi complex	1	1	2	0	0	0	1
TIMM50	ENSG00000105197	CTD family phosphatases	1	1	2	0	0	0	1
THBD	ENSG00000178726	C-type lectin domain containing	2	4	2	0	0	0	1
SATB2	ENSG00000119042	CUT class homeoboxes and pseudogenes	1	1	2	0	0	0	1
CXCR4	ENSG00000121966	C-X-C motif chemokine receptors	2	1	2	0	0	0	1
CNGB3	ENSG00000170289	Cyclic nucleotide gated channels	1	4	2	0	0	0	1
CDK19	ENSG00000155111	Cyclin dependent kinases	2	5	2	0	0	0	1
CDK4	ENSG00000135446	Cyclin dependent kinases	2	5	2	0	0	0	1
CYP19A1	ENSG00000137869	Cytochrome P450 family 19	2	1	2	0	0	0	1
CYP2U1	ENSG00000155016	Cytochrome P450 family 2	1	2	2	0	0	0	1
DDX11	ENSG00000013573	DEAD-box helicases	2	5	2	0	0	0	1
DDX41	ENSG00000183258	DEAD-box helicases	3	5	2	0	0	0	1
FANCM	ENSG00000187790	DEAH-box helicases	3	6	2	0	0	0	1
DDX11	ENSG00000013573	DEAH-box helicases	2	6	2	0	0	0	1
FAS	ENSG00000026103	Death inducing signaling complex	3	1	2	0	0	0	1
DSC2	ENSG00000134755	Desmosomal cadherins	1	2	2	0	0	0	1
DPH1	ENSG00000108963	Diphthamide biosynthesis genes	2	1	2	0	0	0	1
NTHL1	ENSG00000065057	DNA glycosylases	1	2	2	0	0	0	1
POLH	ENSG00000170734	DNA polymerases	2	6	2	0	0	0	1
DNMT1	ENSG00000130816	DNA/RNA methyltransferases	3	7	2	0	0	0	1
ALG3	ENSG00000214160	Dolichyl D-mannosyl phosphate dependent mannosyltransferases	1	6	2	0	0	0	1
ALG9	ENSG00000086848	Dolichyl D-mannosyl phosphate dependent mannosyltransferases	1	6	2	0	0	0	1
PIGB	ENSG00000069943	Dolichyl D-mannosyl phosphate dependent mannosyltransferases	2	6	2	0	0	0	1
DCTN1	ENSG00000204843	Dynactin subunits	1	1	2	0	0	0	1
DNM1	ENSG00000106976	Dynamins	2	2	2	0	0	0	1
DYNC2H1	ENSG00000187240	Dynein 2 complex subunits	1	1	2	0	0	0	1
DNAH5	ENSG00000039139	"Dyneins, axonemal outer arm complex subunits"	1	3	2	0	0	0	1
FKBP10	ENSG00000141756	EF-hand domain containing	2	23	2	0	0	0	1
FLG	ENSG00000143631	EF-hand domain containing	2	23	2	0	0	0	1
ELOVL4	ENSG00000118402	ELOVL fatty acid elongase family	1	1	2	0	0	0	1
AGO2	ENSG00000123908	Endoribonucleases	3	3	2	0	0	0	1
ELAC2	ENSG00000006744	Endoribonucleases	2	3	2	0	0	0	1
